id_barang,berat,nilai_barang
BRG00379,0.72,288121
BRG00380,14.03,397469
BRG00381,16.75,369058
BRG00382,6.57,364043
BRG00383,15.87,261586
BRG00384,11.96,159058
BRG00385,11.71,241951
BRG00386,13.39,395981
BRG00387,8.3,201562
BRG00388,6.72,301429
BRG00389,0.36,205623
BRG00390,6.8,282862
BRG00391,6.64,331411
BRG00392,15.43,416960
BRG00393,15.38,334073
BRG00394,4.07,359192
BRG00395,9.27,230803
BRG00396,0.28,212926
BRG00397,13.54,425502
BRG00398,0.43,114397
BRG00399,13.42,333704
BRG00400,19.31,378940
BRG00401,4.05,206607
BRG00402,15.4,195274
BRG00403,0.12,208643
BRG00404,12.46,438161
BRG00405,9.45,330715
BRG00406,0.87,325156
BRG00407,5.11,323458
BRG00408,4.57,444012
BRG00409,17.93,207119
BRG00410,11.74,458162
BRG00411,2.21,495033
BRG00412,11.74,23105
BRG00413,0.98,31130
BRG00414,19.35,486770
BRG00415,7.62,474749
BRG00416,8.82,84169
BRG00417,15.89,239830
BRG00418,19.82,65197
BRG00419,1.81,303299
BRG00420,2.94,83489
BRG00421,11.81,313806
BRG00422,7.07,268945
BRG00423,3.63,494767
BRG00424,6.87,208524
BRG00425,2.84,275830
BRG00426,18.44,76485
BRG00427,1.43,498267
BRG00428,17.23,365386
BRG00429,17.55,74324
BRG00430,4.14,326356
BRG00431,4.79,236985
BRG00432,6.82,7882
BRG00433,19.74,325434
BRG00434,14.31,441875
BRG00435,4.08,207636
BRG00436,9.85,233269
BRG00437,5.2,356336
BRG00438,0.45,270970
BRG00439,7.26,443725
BRG00440,11.94,479289
BRG00441,17.64,81873
BRG00442,17.37,395481
BRG00443,8.27,169833
BRG00444,1.92,194709
BRG00445,14.01,282336
BRG00446,4.58,133429
BRG00447,17.54,418579
BRG00448,18.46,80317
BRG00449,6.61,394331
BRG00450,7.36,187691
BRG00451,0.55,388127
BRG00452,7.27,397551
BRG00453,18.22,116479
BRG00454,19.69,73402
BRG00455,4.05,227565
BRG00456,10.46,50321
BRG00457,0.15,341986
BRG00458,14.44,297136
BRG00459,12.49,426136
BRG00460,16.09,328351
BRG00461,5.3,442527
BRG00462,10.27,187116
BRG00463,9.57,428389
BRG00464,15.42,418047
BRG00465,8.25,371800
BRG00466,19.73,212432
BRG00467,16.14,173364
BRG00468,13.61,1545
BRG00469,1.71,360733
BRG00470,5.8,89227
BRG00471,11.41,2246
BRG00472,3.76,280896
BRG00473,19.86,60524
BRG00474,2.83,187913
BRG00475,5.14,288976
BRG00476,13.44,102521
BRG00477,11.55,466514
BRG00478,5.94,192869
BRG00479,5.75,133444
BRG00480,1.6,494763
BRG00481,19.75,459993
BRG00482,18.29,497300
BRG00483,8.5,76924
BRG00484,18.26,357355
BRG00485,16.4,239218
BRG00486,3.29,441379
BRG00487,1.81,219523
BRG00488,14.54,215604
BRG00489,17.72,259529
BRG00490,4.79,481525
BRG00491,9.53,452021
BRG00492,1.0,304137
BRG00493,7.75,97220
BRG00494,15.45,27616
BRG00495,2.32,201445
BRG00496,5.51,444630
BRG00497,3.1,73585
BRG00498,2.3,270646
BRG00499,18.59,96580
BRG00500,8.49,10165
BRG00501,15.64,213941
BRG00502,4.74,222600
BRG00503,1.78,236961
BRG00504,19.87,277765
BRG00505,13.54,157569
BRG00506,8.51,351508
BRG00507,3.8,339640
BRG00508,4.14,135804
BRG00509,12.37,445353
BRG00510,12.98,219444
BRG00511,5.77,48573
BRG00512,12.09,331348
BRG00513,18.45,356161
BRG00514,5.48,219773
BRG00515,3.53,118172
BRG00516,15.99,195027
BRG00517,8.9,77348
BRG00518,18.83,360405
BRG00519,15.72,229103
BRG00520,10.03,190983
BRG00521,4.22,248581
BRG00522,8.32,352559
BRG00523,16.14,345365
BRG00524,5.29,463517
BRG00525,4.69,234235
BRG00526,14.87,452263
BRG00527,5.05,24446
BRG00528,11.45,208898
BRG00529,12.34,142032
BRG00530,14.7,266742
BRG00531,15.29,263930
BRG00532,19.06,166646
BRG00533,4.06,50982
BRG00534,19.82,308915
BRG00535,15.21,386549
BRG00536,5.07,386049
BRG00537,13.1,55902
BRG00538,11.28,425238
BRG00539,4.73,415351
BRG00540,6.62,16039
BRG00541,15.93,135126
BRG00542,0.94,454028
BRG00543,6.26,382166
BRG00544,10.61,179702
BRG00545,14.78,218413
BRG00546,17.36,124424
BRG00547,7.95,100805
BRG00548,2.43,9576
BRG00549,5.21,299577
BRG00550,18.31,145303
BRG00551,10.94,298026
BRG00552,16.69,137589
BRG00553,0.34,489862
BRG00554,10.14,181298
BRG00555,5.16,392843
BRG00556,5.85,335667
BRG00557,19.21,382170
BRG00558,5.77,315440
BRG00559,4.3,6813
BRG00560,5.21,321414
BRG00561,18.74,212095
BRG00562,5.85,134301
BRG00563,5.52,459084
BRG00564,11.96,185000
BRG00565,11.14,409174
BRG00566,12.8,213799
BRG00567,8.91,65107
BRG00568,17.38,103168
BRG00569,3.31,83300
BRG00570,6.22,434592
BRG00571,1.63,247153
BRG00572,19.06,16683
BRG00573,11.11,178952
BRG00574,2.38,136525
BRG00575,19.57,292795
BRG00576,16.18,409545
BRG00577,10.23,482491
BRG00578,8.26,454938
BRG00579,19.15,28507
BRG00580,11.84,165456
BRG00581,0.74,26314
BRG00582,10.39,457099
BRG00583,8.85,273568
BRG00584,7.26,402065
BRG00585,10.63,434407
BRG00586,14.92,235341
BRG00587,13.21,458997
BRG00588,11.81,262502
BRG00589,4.73,264353
BRG00590,15.2,430514
BRG00591,19.39,200589
BRG00592,4.0,213258
BRG00593,16.14,25769
BRG00594,1.51,28829
BRG00595,1.56,133706
BRG00596,13.85,115823
BRG00597,0.22,126118
BRG00598,13.44,27207
BRG00599,13.7,300712
BRG00600,12.58,320749
BRG00601,11.46,497399
BRG00602,12.32,31313
BRG00603,13.13,353979
BRG00604,16.09,61224
BRG00605,5.74,98064
BRG00606,12.04,149821
BRG00607,7.53,431807
BRG00608,19.66,311444
BRG00609,15.45,358471
BRG00610,10.42,110783
BRG00611,13.52,121252
BRG00612,3.98,421046
BRG00613,8.13,134863
BRG00614,12.27,19179
BRG00615,7.81,413892
BRG00616,2.32,317648
BRG00617,12.66,259190
BRG00618,5.8,373764
BRG00619,12.01,129382
BRG00620,10.57,390026
BRG00621,13.43,228036
BRG00622,16.25,338563
BRG00623,0.19,495443
BRG00624,18.64,309618
BRG00625,17.6,107102
BRG00626,19.63,282821
BRG00627,1.77,216505
BRG00628,6.82,58595
BRG00629,14.63,458880
BRG00630,5.63,12278
BRG00631,0.89,81246
BRG00632,7.86,410357
BRG00633,11.85,362937
BRG00634,3.85,452775
BRG00635,17.67,341268
BRG00636,19.55,306777
BRG00637,11.34,75277
BRG00638,18.12,186843
BRG00639,11.92,63361
BRG00640,4.45,194849
BRG00641,13.7,107282
BRG00642,16.67,390562
BRG00643,12.33,481491
BRG00644,4.25,240639
BRG00645,6.05,221770
BRG00646,11.18,15403
BRG00647,7.06,48676
BRG00648,1.77,437037
BRG00649,0.8,186509
BRG00650,13.58,76202
BRG00651,0.26,262290
BRG00652,12.19,314545
BRG00653,5.01,129358
BRG00654,1.84,189885
BRG00655,8.89,493904
BRG00656,4.48,59143
BRG00657,18.23,294120
BRG00658,14.69,284979
BRG00659,3.88,397521
BRG00660,2.61,286203
BRG00661,1.52,393726
BRG00662,9.61,304606
BRG00663,15.98,189793
BRG00664,16.96,41706
BRG00665,14.01,195978
BRG00666,6.25,17280
BRG00667,10.52,348465
BRG00668,18.41,245652
BRG00669,11.32,290220
BRG00670,12.8,413801
BRG00671,6.02,212771
BRG00672,3.55,411002
BRG00673,12.04,300452
BRG00674,4.52,417156
BRG00675,2.3,289009
BRG00676,17.33,220640
BRG00677,6.37,182197
BRG00678,5.79,125322
BRG00679,0.19,234450
BRG00680,7.16,116576
BRG00681,18.16,252262
BRG00682,10.82,321929
BRG00683,18.27,314546
BRG00684,5.46,339933
BRG00685,6.3,299758
BRG00686,0.84,237532
BRG00687,2.33,296357
BRG00688,5.59,432969
BRG00689,16.05,443338
BRG00690,6.19,357153
BRG00691,13.65,375656
BRG00692,3.65,280654
BRG00693,8.45,451463
BRG00694,12.46,151147
BRG00695,14.62,480037
BRG00696,1.66,381193
BRG00697,0.78,261332
BRG00698,2.87,287633
BRG00699,8.8,240559
BRG00700,12.5,201144
BRG00701,18.03,142513
BRG00702,19.25,105707
BRG00703,4.93,256692
BRG00704,9.38,334017
BRG00705,19.82,262436
BRG00706,11.75,29470
BRG00707,10.79,280025
BRG00708,6.59,350482
BRG00709,7.11,490550
BRG00710,1.11,218374
BRG00711,5.01,303646
BRG00712,2.88,265599
BRG00713,15.85,83565
BRG00714,16.76,267058
BRG00715,16.23,369677
BRG00716,15.93,493227
BRG00717,13.31,499187
BRG00718,1.52,18748
BRG00719,7.75,252513
BRG00720,14.8,414750
BRG00721,7.01,285846
BRG00722,18.82,18201
BRG00723,17.28,453768
BRG00724,5.72,363335
BRG00725,7.07,270005
BRG00726,17.13,384186
BRG00727,3.77,187312
BRG00728,16.53,61533
BRG00729,14.13,359964
BRG00730,2.22,296676
BRG00731,16.55,315989
BRG00732,17.59,285308
BRG00733,7.35,186217
BRG00734,16.02,353317
BRG00735,5.86,36879
BRG00736,0.88,485129
BRG00737,12.33,74348
BRG00738,13.6,348928
BRG00739,13.53,132687
BRG00740,18.56,332234
BRG00741,3.37,320578
BRG00742,7.72,109902
BRG00743,1.94,362924
BRG00744,19.29,187998
BRG00745,11.32,250275
BRG00746,17.67,230092
BRG00747,9.63,366029
BRG00748,16.78,196619
BRG00749,2.98,61291
BRG00750,15.7,408997
BRG00751,9.71,10901
BRG00752,1.96,167712
BRG00753,8.01,29445
BRG00754,16.21,360642
BRG00755,1.34,197010
BRG00756,19.53,117966
BRG00757,17.59,358069
BRG00758,2.49,393058
BRG00759,11.48,383922
BRG00760,0.46,36571
BRG00761,17.92,356509
BRG00762,5.28,464245
BRG00763,5.84,443155
BRG00764,3.05,32143
BRG00765,5.54,236021
BRG00766,6.8,155828
BRG00767,1.77,116490
BRG00768,17.91,292424
BRG00769,3.6,339910
BRG00770,6.99,458529
BRG00771,18.0,16669
BRG00772,19.74,59608
BRG00773,11.03,471008
BRG00774,16.05,92331
BRG00775,10.37,460999
BRG00776,3.73,259292
BRG00777,8.37,93612
BRG00778,7.49,6574
BRG00779,17.05,370664
BRG00780,13.31,391633
BRG00781,2.57,223569
BRG00782,14.26,82862
BRG00783,11.59,63721
BRG00784,14.78,46132
BRG00785,18.62,360580
BRG00786,7.31,256656
BRG00787,2.69,418089
BRG00788,6.63,144793
BRG00789,18.35,414377
BRG00790,16.23,136934
BRG00791,15.42,24016
BRG00792,17.33,157017
BRG00793,2.32,325832
BRG00794,0.33,55393
BRG00795,0.13,380340
BRG00796,6.93,417970
BRG00797,3.45,434109
BRG00798,9.82,320410
BRG00799,8.35,48819
BRG00800,12.86,159515
BRG00801,12.9,370077
BRG00802,9.08,240310
BRG00803,11.84,50947
BRG00804,4.81,351089
BRG00805,17.89,144167
BRG00806,10.52,480580
BRG00807,11.74,497967
BRG00808,19.73,421647
BRG00809,14.18,105984
BRG00810,15.63,142756
BRG00811,3.5,436577
BRG00812,16.41,258065
BRG00813,5.33,119450
BRG00814,14.2,58744
BRG00815,13.09,303215
BRG00816,8.99,65889
BRG00817,14.58,482396
BRG00818,0.99,470584
BRG00819,7.83,26425
BRG00820,13.16,302610
BRG00821,6.95,40578
BRG00822,14.98,387448
BRG00823,7.16,420004
BRG00824,9.71,386684
BRG00825,9.91,261359
BRG00826,6.74,149120
BRG00827,17.56,18191
BRG00828,18.64,330361
BRG00829,3.23,61896
BRG00830,11.21,107959
BRG00831,8.75,333070
BRG00832,0.54,198993
BRG00833,17.44,180887
BRG00834,8.91,207473
BRG00835,5.08,17754
BRG00836,11.59,40810
BRG00837,9.66,441125
BRG00838,19.99,461499
BRG00839,13.15,295797
BRG00840,18.51,280510
BRG00841,7.32,480777
BRG00842,12.29,401777
BRG00843,16.31,80901
BRG00844,3.4,184604
BRG00845,3.38,418496
BRG00846,1.86,29978
BRG00847,7.57,388426
BRG00848,17.75,162973
BRG00849,17.28,56123
BRG00850,0.15,234333
BRG00851,1.29,186095
BRG00852,6.52,442032
BRG00853,5.58,111677
BRG00854,3.14,435573
BRG00855,6.33,355622
BRG00856,15.08,108597
BRG00857,18.47,171955
BRG00858,1.96,323631
BRG00859,11.39,159222
BRG00860,5.2,483381
BRG00861,10.08,243137
BRG00862,13.84,12215
BRG00863,11.62,482293
BRG00864,0.51,3284
BRG00865,13.12,309252
BRG00866,11.39,214147
BRG00867,1.85,239586
BRG00868,18.93,3392
BRG00869,11.03,4963
BRG00870,19.25,224268
BRG00871,12.1,315968
BRG00872,6.32,97745
BRG00873,13.62,392543
BRG00874,17.28,453844
BRG00875,18.88,25789
BRG00876,9.17,349890
BRG00877,12.72,77695
BRG00878,5.81,185561
BRG00879,11.66,173632
BRG00880,9.3,401356
BRG00881,15.22,57261
BRG00882,16.54,181707
BRG00883,13.36,77956
BRG00884,12.95,354838
BRG00885,16.84,158177
BRG00886,8.85,43665
BRG00887,3.95,15036
BRG00888,8.54,272686
BRG00889,3.68,83738
BRG00890,17.64,281177
BRG00891,15.9,14340
BRG00892,7.18,428354
BRG00893,6.44,485379
BRG00894,10.13,69023
BRG00895,18.4,291333
BRG00896,9.65,262212
BRG00897,9.83,291727
BRG00898,1.8,68003
BRG00899,17.49,438066
BRG00900,15.91,483663
BRG00901,9.79,166515
BRG00902,3.54,67058
BRG00903,1.14,288714
BRG00904,3.77,279726
BRG00905,16.12,401718
BRG00906,12.42,370681
BRG00907,9.56,365248
BRG00908,5.5,26424
BRG00909,19.84,45812
BRG00910,7.6,441701
BRG00911,17.1,127155
BRG00912,11.09,216497
BRG00913,1.33,237980
BRG00914,7.06,384048
BRG00915,0.71,265504
BRG00916,2.1,193704
BRG00917,12.15,364424
BRG00918,18.65,85489
BRG00919,1.28,382645
BRG00920,19.63,343623
BRG00921,0.51,314963
BRG00922,19.99,231104
BRG00923,16.95,281877
BRG00924,8.15,131282
BRG00925,8.69,231456
BRG00926,2.6,298469
BRG00927,14.58,358187
BRG00928,9.1,302252
BRG00929,14.69,15890
BRG00930,17.04,341326
BRG00931,18.73,80346
BRG00932,12.02,345532
BRG00933,3.01,493302
BRG00934,11.19,318435
BRG00935,12.93,125371
BRG00936,18.42,445319
BRG00937,13.45,406622
BRG00938,5.77,274125
BRG00939,9.73,93483
BRG00940,12.81,439650
BRG00941,9.29,102525
BRG00942,16.18,252432
BRG00943,14.16,88431
BRG00944,8.77,75846
BRG00945,3.43,174901
BRG00946,16.63,19835
BRG00947,6.05,51344
BRG00948,13.07,407416
BRG00949,13.93,268822
BRG00950,7.74,193020
BRG00951,8.86,165827
BRG00952,14.81,303482
BRG00953,2.24,425914
BRG00954,13.46,193774
BRG00955,19.26,449634
BRG00956,2.16,26520
BRG00957,5.99,403804
BRG00958,16.28,392403
BRG00959,1.56,22900
BRG00960,8.83,187188
BRG00961,6.45,320146
BRG00962,8.65,221031
BRG00963,9.43,251083
BRG00964,16.86,295281
BRG00965,13.03,299151
BRG00966,14.96,289315
BRG00967,6.91,454981
BRG00968,5.01,4920
BRG00969,19.85,350290
BRG00970,3.86,399863
BRG00971,13.88,331620
BRG00972,2.71,339456
BRG00973,3.8,275569
BRG00974,6.57,30859
BRG00975,18.38,196752
BRG00976,6.98,213255
BRG00977,12.27,381071
BRG00978,19.02,126155
BRG00979,19.8,231325
BRG00980,13.97,178657
BRG00981,15.93,464995
BRG00982,13.48,481731
BRG00983,3.43,64766
BRG00984,0.5,243275
BRG00985,12.95,5758
BRG00986,12.38,134876
BRG00987,13.58,235982
BRG00988,14.51,286198
BRG00989,15.82,342511
BRG00990,6.05,116671
BRG00991,18.15,14996
BRG00992,15.32,361902
BRG00993,11.85,142251
BRG00994,13.7,247269
BRG00995,18.72,60582
BRG00996,2.38,356107
BRG00997,16.36,390069
BRG00998,14.25,254698
BRG00999,6.71,312306
BRG01000,15.29,481234
